local_authority_name,count_date,all_motor_vehicles
Kirklees,27/09/2000,21
Kirklees,27/09/2000,26
Kirklees,27/09/2000,16
Kirklees,27/09/2000,39
Kirklees,27/09/2000,21
Kirklees,27/09/2000,25
Kirklees,27/09/2000,15
Kirklees,27/09/2000,11
Kirklees,27/09/2000,39
Kirklees,27/09/2000,19
Kirklees,27/09/2000,10
Kirklees,27/09/2000,16
Kirklees,27/09/2000,18
Kirklees,27/09/2000,21
Kirklees,27/09/2000,33
Kirklees,27/09/2000,35
Kirklees,27/09/2000,30
Kirklees,27/09/2000,45
Kirklees,27/09/2000,31
Kirklees,27/09/2000,38
Kirklees,27/09/2000,56
Kirklees,27/09/2000,28
Kirklees,28/03/2000,63
Kirklees,28/03/2000,68
Kirklees,28/03/2000,89
Kirklees,28/03/2000,96
Kirklees,28/03/2000,136
Kirklees,28/03/2000,124
Kirklees,28/03/2000,76
Kirklees,28/03/2000,120
Kirklees,28/03/2000,68
Kirklees,28/03/2000,77
Kirklees,28/03/2000,79
Kirklees,28/03/2000,65
Kirklees,28/03/2000,53
Kirklees,28/03/2000,55
Kirklees,28/03/2000,74
Kirklees,28/03/2000,87
Kirklees,28/03/2000,76
Kirklees,28/03/2000,78
Kirklees,28/03/2000,59
Kirklees,28/03/2000,104
Kirklees,28/03/2000,68
Kirklees,28/03/2000,66
Kirklees,28/03/2000,67
Kirklees,28/03/2000,87
Kirklees,22/03/2001,779
Kirklees,22/03/2001,800
Kirklees,22/03/2001,758
Kirklees,22/03/2001,727
Kirklees,22/03/2001,812
Kirklees,22/03/2001,700
Kirklees,22/03/2001,802
Kirklees,22/03/2001,846
Kirklees,22/03/2001,897
Kirklees,22/03/2001,1274
Kirklees,22/03/2001,1390
Kirklees,22/03/2001,802
Kirklees,22/03/2001,943
Kirklees,22/03/2001,1212
Kirklees,22/03/2001,1143
Kirklees,22/03/2001,776
Kirklees,22/03/2001,759
Kirklees,22/03/2001,656
Kirklees,22/03/2001,728
Kirklees,22/03/2001,740
Kirklees,22/03/2001,752
Kirklees,22/03/2001,898
Kirklees,22/03/2001,981
Kirklees,22/03/2001,819
Kirklees,02/10/2001,4667
Kirklees,02/10/2001,3722
Kirklees,02/10/2001,3973
Kirklees,02/10/2001,3012
Kirklees,02/10/2001,2852
Kirklees,02/10/2001,3046
Kirklees,02/10/2001,3127
Kirklees,02/10/2001,3173
Kirklees,02/10/2001,3363
Kirklees,02/10/2001,4145
Kirklees,02/10/2001,4067
Kirklees,02/10/2001,3274
Kirklees,02/10/2001,4062
Kirklees,02/10/2001,3703
Kirklees,02/10/2001,3839
Kirklees,02/10/2001,3038
Kirklees,02/10/2001,3012
Kirklees,02/10/2001,3065
Kirklees,02/10/2001,3031
Kirklees,02/10/2001,3264
Kirklees,02/10/2001,3704
Kirklees,02/10/2001,4617
Kirklees,02/10/2001,4309
Kirklees,02/10/2001,4296
Kirklees,06/06/2001,302
Kirklees,06/06/2001,374
Kirklees,06/06/2001,322
Kirklees,06/06/2001,279
Kirklees,06/06/2001,334
Kirklees,06/06/2001,383
Kirklees,06/06/2001,367
Kirklees,06/06/2001,310
Kirklees,06/06/2001,275
Kirklees,06/06/2001,316
Kirklees,06/06/2001,271
Kirklees,06/06/2001,290
Kirklees,06/06/2001,279
Kirklees,06/06/2001,329
Kirklees,06/06/2001,306
Kirklees,06/06/2001,310
Kirklees,06/06/2001,335
Kirklees,06/06/2001,424
Kirklees,06/06/2001,476
Kirklees,06/06/2001,382
Kirklees,06/06/2001,426
Kirklees,06/06/2001,486
Kirklees,06/06/2001,395
Kirklees,06/06/2001,348
Kirklees,16/03/2001,116
Kirklees,16/03/2001,54
Kirklees,16/03/2001,64
Kirklees,16/03/2001,65
Kirklees,16/03/2001,94
Kirklees,16/03/2001,89
Kirklees,16/03/2001,101
Kirklees,16/03/2001,119
Kirklees,16/03/2001,106
Kirklees,16/03/2001,86
Kirklees,16/03/2001,87
Kirklees,16/03/2001,76
Kirklees,16/03/2001,51
Kirklees,16/03/2001,57
Kirklees,16/03/2001,70
Kirklees,16/03/2001,70
Kirklees,16/03/2001,76
Kirklees,16/03/2001,104
Kirklees,16/03/2001,114
Kirklees,16/03/2001,168
Kirklees,16/03/2001,213
Kirklees,16/03/2001,167
Kirklees,16/03/2001,248
Kirklees,16/03/2001,209
Kirklees,11/05/2001,629
Kirklees,11/05/2001,722
Kirklees,11/05/2001,539
Kirklees,11/05/2001,482
Kirklees,11/05/2001,484
Kirklees,11/05/2001,543
Kirklees,11/05/2001,574
Kirklees,11/05/2001,551
Kirklees,11/05/2001,549
Kirklees,11/05/2001,626
Kirklees,11/05/2001,528
Kirklees,11/05/2001,508
Kirklees,11/05/2001,450
Kirklees,11/05/2001,550
Kirklees,11/05/2001,500
Kirklees,11/05/2001,493
Kirklees,11/05/2001,556
Kirklees,11/05/2001,566
Kirklees,11/05/2001,582
Kirklees,11/05/2001,599
Kirklees,11/05/2001,654
Kirklees,11/05/2001,675
Kirklees,11/05/2001,729
Kirklees,11/05/2001,571
Kirklees,08/10/2001,514
Kirklees,08/10/2001,687
Kirklees,08/10/2001,703
Kirklees,08/10/2001,533
Kirklees,08/10/2001,724
Kirklees,08/10/2001,906
Kirklees,08/10/2001,500
Kirklees,08/10/2001,396
Kirklees,08/10/2001,345
Kirklees,08/10/2001,374
Kirklees,08/10/2001,418
Kirklees,08/10/2001,373
Kirklees,08/10/2001,445
Kirklees,08/10/2001,595
Kirklees,08/10/2001,753
Kirklees,08/10/2001,599
Kirklees,08/10/2001,655
Kirklees,08/10/2001,672
Kirklees,08/10/2001,444
Kirklees,08/10/2001,379
Kirklees,08/10/2001,356
Kirklees,08/10/2001,389
Kirklees,08/10/2001,397
Kirklees,08/10/2001,393
Kirklees,04/07/2001,411
Kirklees,04/07/2001,558
Kirklees,04/07/2001,315
Kirklees,04/07/2001,256
Kirklees,04/07/2001,249
Kirklees,04/07/2001,241
Kirklees,04/07/2001,343
Kirklees,04/07/2001,308
Kirklees,04/07/2001,288
Kirklees,04/07/2001,358
Kirklees,04/07/2001,369
Kirklees,04/07/2001,315
Kirklees,04/07/2001,358
Kirklees,04/07/2001,468
Kirklees,04/07/2001,290
Kirklees,04/07/2001,239
Kirklees,04/07/2001,264
Kirklees,04/07/2001,265
Kirklees,04/07/2001,286
Kirklees,04/07/2001,333
Kirklees,04/07/2001,341
Kirklees,04/07/2001,487
Kirklees,04/07/2001,601
Kirklees,04/07/2001,428
Kirklees,10/05/2001,505
Kirklees,10/05/2001,554
Kirklees,10/05/2001,367
Kirklees,10/05/2001,307
Kirklees,10/05/2001,350
Kirklees,10/05/2001,412
Kirklees,10/05/2001,319
Kirklees,10/05/2001,306
Kirklees,10/05/2001,388
Kirklees,10/05/2001,330
Kirklees,10/05/2001,357
Kirklees,10/05/2001,341
Kirklees,10/05/2001,207
Kirklees,10/05/2001,403
Kirklees,10/05/2001,292
Kirklees,10/05/2001,276
Kirklees,10/05/2001,310
Kirklees,10/05/2001,313
Kirklees,10/05/2001,338
Kirklees,10/05/2001,365
Kirklees,10/05/2001,357
Kirklees,10/05/2001,526
Kirklees,10/05/2001,552
Kirklees,10/05/2001,391
Kirklees,11/07/2001,5670
Kirklees,11/07/2001,5837
Kirklees,11/07/2001,5417
Kirklees,11/07/2001,5220
Kirklees,11/07/2001,4056
Kirklees,11/07/2001,4329
Kirklees,11/07/2001,4196
Kirklees,11/07/2001,4553
Kirklees,11/07/2001,4412
Kirklees,11/07/2001,5032
Kirklees,11/07/2001,5690
Kirklees,11/07/2001,4400
Kirklees,11/07/2001,4875
Kirklees,11/07/2001,4878
Kirklees,11/07/2001,4379
Kirklees,11/07/2001,3624
Kirklees,11/07/2001,3520
Kirklees,11/07/2001,3510
Kirklees,11/07/2001,3633
Kirklees,11/07/2001,4046
Kirklees,11/07/2001,4456
Kirklees,11/07/2001,4905
Kirklees,11/07/2001,5033
Kirklees,11/07/2001,4672
Kirklees,06/07/2001,2735
Kirklees,06/07/2001,2440
Kirklees,06/07/2001,1705
Kirklees,06/07/2001,1533
Kirklees,06/07/2001,1531
Kirklees,06/07/2001,1637
Kirklees,06/07/2001,1639
Kirklees,06/07/2001,1711
Kirklees,06/07/2001,1796
Kirklees,06/07/2001,1660
Kirklees,06/07/2001,1781
Kirklees,06/07/2001,1578
Kirklees,06/07/2001,2206
Kirklees,06/07/2001,1920
Kirklees,06/07/2001,1545
Kirklees,06/07/2001,1293
Kirklees,06/07/2001,1778
Kirklees,06/07/2001,1773
Kirklees,06/07/2001,1793
Kirklees,06/07/2001,2003
Kirklees,06/07/2001,2384
Kirklees,06/07/2001,2836
Kirklees,06/07/2001,2805
Kirklees,06/07/2001,1924
Kirklees,05/07/2001,937
Kirklees,05/07/2001,1230
Kirklees,05/07/2001,1104
Kirklees,05/07/2001,1017
Kirklees,05/07/2001,867
Kirklees,05/07/2001,1105
Kirklees,05/07/2001,1052
Kirklees,05/07/2001,1125
Kirklees,05/07/2001,1156
Kirklees,05/07/2001,1314
Kirklees,05/07/2001,1339
Kirklees,05/07/2001,1025
Kirklees,05/07/2001,1323
Kirklees,05/07/2001,1322
Kirklees,05/07/2001,987
Kirklees,05/07/2001,955
Kirklees,05/07/2001,842
Kirklees,05/07/2001,963
Kirklees,05/07/2001,977
Kirklees,05/07/2001,965
Kirklees,05/07/2001,1056
Kirklees,05/07/2001,1064
Kirklees,05/07/2001,1060
Kirklees,05/07/2001,934
Kirklees,05/10/2001,484
Kirklees,05/10/2001,515
Kirklees,05/10/2001,362
Kirklees,05/10/2001,306
Kirklees,05/10/2001,301
Kirklees,05/10/2001,272
Kirklees,05/10/2001,320
Kirklees,05/10/2001,345
Kirklees,05/10/2001,404
Kirklees,05/10/2001,515
Kirklees,05/10/2001,465
Kirklees,05/10/2001,407
Kirklees,05/10/2001,287
Kirklees,05/10/2001,371
Kirklees,05/10/2001,275
Kirklees,05/10/2001,316
Kirklees,05/10/2001,347
Kirklees,05/10/2001,343
Kirklees,05/10/2001,399
Kirklees,05/10/2001,383
Kirklees,05/10/2001,444
Kirklees,05/10/2001,470
Kirklees,05/10/2001,570
Kirklees,05/10/2001,459
Kirklees,03/05/2001,571
Kirklees,03/05/2001,591
Kirklees,03/05/2001,298
Kirklees,03/05/2001,352
Kirklees,03/05/2001,215
Kirklees,03/05/2001,232
Kirklees,03/05/2001,242
Kirklees,03/05/2001,260
Kirklees,03/05/2001,319
Kirklees,03/05/2001,283
Kirklees,03/05/2001,314
Kirklees,03/05/2001,251
Kirklees,03/05/2001,160
Kirklees,03/05/2001,248
Kirklees,03/05/2001,205
Kirklees,03/05/2001,221
Kirklees,03/05/2001,215
Kirklees,03/05/2001,256
Kirklees,03/05/2001,219
Kirklees,03/05/2001,279
Kirklees,03/05/2001,303
Kirklees,03/05/2001,448
Kirklees,03/05/2001,519
Kirklees,03/05/2001,452
Kirklees,04/06/2001,624
Kirklees,04/06/2001,659
Kirklees,04/06/2001,274
Kirklees,04/06/2001,244
Kirklees,04/06/2001,245
Kirklees,04/06/2001,266
Kirklees,04/06/2001,282
Kirklees,04/06/2001,248
Kirklees,04/06/2001,320
Kirklees,04/06/2001,391
Kirklees,04/06/2001,438
Kirklees,04/06/2001,362
Kirklees,04/06/2001,298
Kirklees,04/06/2001,387
Kirklees,04/06/2001,226
Kirklees,04/06/2001,213
Kirklees,04/06/2001,231
Kirklees,04/06/2001,221
Kirklees,04/06/2001,278
Kirklees,04/06/2001,253
Kirklees,04/06/2001,343
Kirklees,04/06/2001,470
Kirklees,04/06/2001,535
Kirklees,04/06/2001,468
Kirklees,24/09/2001,150
Kirklees,24/09/2001,245
Kirklees,24/09/2001,90
Kirklees,24/09/2001,75
Kirklees,24/09/2001,73
Kirklees,24/09/2001,63
Kirklees,24/09/2001,80
Kirklees,24/09/2001,79
Kirklees,24/09/2001,73
Kirklees,24/09/2001,107
Kirklees,24/09/2001,103
Kirklees,24/09/2001,80
Kirklees,24/09/2001,120
Kirklees,24/09/2001,105
Kirklees,24/09/2001,61
Kirklees,24/09/2001,55
Kirklees,24/09/2001,65
Kirklees,24/09/2001,74
Kirklees,24/09/2001,73
Kirklees,24/09/2001,90
Kirklees,24/09/2001,83
Kirklees,24/09/2001,116
Kirklees,24/09/2001,174
Kirklees,24/09/2001,97
Kirklees,18/06/2001,4173
Kirklees,18/06/2001,3127
Kirklees,18/06/2001,3275
Kirklees,18/06/2001,2830
Kirklees,18/06/2001,2385
Kirklees,18/06/2001,2616
Kirklees,18/06/2001,2639
Kirklees,18/06/2001,2633
Kirklees,18/06/2001,2869
Kirklees,18/06/2001,2913
Kirklees,18/06/2001,2949
Kirklees,18/06/2001,2586
Kirklees,18/06/2001,3797
Kirklees,18/06/2001,3086
Kirklees,18/06/2001,3071
Kirklees,18/06/2001,2608
Kirklees,18/06/2001,2704
Kirklees,18/06/2001,2789
Kirklees,18/06/2001,2695
Kirklees,18/06/2001,2711
Kirklees,18/06/2001,3126
Kirklees,18/06/2001,3154
Kirklees,18/06/2001,3305
Kirklees,18/06/2001,2857
Kirklees,13/06/2001,535
Kirklees,13/06/2001,561
Kirklees,13/06/2001,543
Kirklees,13/06/2001,658
Kirklees,13/06/2001,678
Kirklees,13/06/2001,735
Kirklees,13/06/2001,782
Kirklees,13/06/2001,708
Kirklees,13/06/2001,830
Kirklees,13/06/2001,804
Kirklees,13/06/2001,582
Kirklees,13/06/2001,519
Kirklees,13/06/2001,543
Kirklees,13/06/2001,561
Kirklees,13/06/2001,642
Kirklees,13/06/2001,558
Kirklees,13/06/2001,575
Kirklees,13/06/2001,590
Kirklees,13/06/2001,625
Kirklees,13/06/2001,613
Kirklees,13/06/2001,531
Kirklees,13/06/2001,589
Kirklees,13/06/2001,458
Kirklees,13/06/2001,476
Kirklees,29/06/2001,440
Kirklees,29/06/2001,513
Kirklees,29/06/2001,306
Kirklees,29/06/2001,224
Kirklees,29/06/2001,259
Kirklees,29/06/2001,262
Kirklees,29/06/2001,283
Kirklees,29/06/2001,337
Kirklees,29/06/2001,361
Kirklees,29/06/2001,430
Kirklees,29/06/2001,462
Kirklees,29/06/2001,363
Kirklees,29/06/2001,578
Kirklees,29/06/2001,460
Kirklees,29/06/2001,266
Kirklees,29/06/2001,237
Kirklees,29/06/2001,275
Kirklees,29/06/2001,302
Kirklees,29/06/2001,284
Kirklees,29/06/2001,344
Kirklees,29/06/2001,403
Kirklees,29/06/2001,581
Kirklees,29/06/2001,595
Kirklees,29/06/2001,438
Kirklees,09/05/2001,1837
Kirklees,09/05/2001,2379
Kirklees,09/05/2001,1611
Kirklees,09/05/2001,1347
Kirklees,09/05/2001,1253
Kirklees,09/05/2001,1207
Kirklees,09/05/2001,1323
Kirklees,09/05/2001,1351
Kirklees,09/05/2001,1234
Kirklees,09/05/2001,1488
Kirklees,09/05/2001,1536
Kirklees,09/05/2001,1240
Kirklees,09/05/2001,949
Kirklees,09/05/2001,1192
Kirklees,09/05/2001,989
Kirklees,09/05/2001,1028
Kirklees,09/05/2001,1108
Kirklees,09/05/2001,1210
Kirklees,09/05/2001,1283
Kirklees,09/05/2001,1341
Kirklees,09/05/2001,1377
Kirklees,09/05/2001,1752
Kirklees,09/05/2001,2212
Kirklees,09/05/2001,1489
Kirklees,26/04/2001,176
Kirklees,26/04/2001,198
Kirklees,26/04/2001,195
Kirklees,26/04/2001,243
Kirklees,26/04/2001,263
Kirklees,26/04/2001,292
Kirklees,26/04/2001,392
Kirklees,26/04/2001,457
Kirklees,26/04/2001,629
Kirklees,26/04/2001,414
Kirklees,26/04/2001,258
Kirklees,26/04/2001,176
Kirklees,26/04/2001,290
Kirklees,26/04/2001,446
Kirklees,26/04/2001,648
Kirklees,26/04/2001,339
Kirklees,26/04/2001,242
Kirklees,26/04/2001,197
Kirklees,26/04/2001,243
Kirklees,26/04/2001,241
Kirklees,26/04/2001,248
Kirklees,26/04/2001,270
Kirklees,26/04/2001,270
Kirklees,26/04/2001,314
Kirklees,24/05/2001,674
Kirklees,24/05/2001,690
Kirklees,24/05/2001,542
Kirklees,24/05/2001,496
Kirklees,24/05/2001,496
Kirklees,24/05/2001,487
Kirklees,24/05/2001,597
Kirklees,24/05/2001,487
Kirklees,24/05/2001,539
Kirklees,24/05/2001,582
Kirklees,24/05/2001,568
Kirklees,24/05/2001,492
Kirklees,24/05/2001,474
Kirklees,24/05/2001,581
Kirklees,24/05/2001,558
Kirklees,24/05/2001,478
Kirklees,24/05/2001,476
Kirklees,24/05/2001,513
Kirklees,24/05/2001,555
Kirklees,24/05/2001,551
Kirklees,24/05/2001,572
Kirklees,24/05/2001,668
Kirklees,24/05/2001,741
Kirklees,24/05/2001,582
Kirklees,25/04/2001,660
Kirklees,25/04/2001,620
Kirklees,25/04/2001,554
Kirklees,25/04/2001,559
Kirklees,25/04/2001,567
Kirklees,25/04/2001,664
Kirklees,25/04/2001,683
Kirklees,25/04/2001,741
Kirklees,25/04/2001,687
Kirklees,25/04/2001,785
Kirklees,25/04/2001,829
Kirklees,25/04/2001,677
Kirklees,25/04/2001,603
Kirklees,25/04/2001,576
Kirklees,25/04/2001,827
Kirklees,25/04/2001,669
Kirklees,25/04/2001,597
Kirklees,25/04/2001,685
Kirklees,25/04/2001,605
Kirklees,25/04/2001,713
Kirklees,25/04/2001,726
Kirklees,25/04/2001,696
Kirklees,25/04/2001,723
Kirklees,25/04/2001,746
Kirklees,11/10/2001,186
Kirklees,11/10/2001,276
Kirklees,11/10/2001,172
Kirklees,11/10/2001,121
Kirklees,11/10/2001,129
Kirklees,11/10/2001,148
Kirklees,11/10/2001,119
Kirklees,11/10/2001,123
Kirklees,11/10/2001,155
Kirklees,11/10/2001,159
Kirklees,11/10/2001,187
Kirklees,11/10/2001,139
Kirklees,11/10/2001,121
Kirklees,11/10/2001,166
Kirklees,11/10/2001,134
Kirklees,11/10/2001,156
Kirklees,11/10/2001,119
Kirklees,11/10/2001,135
Kirklees,11/10/2001,139
Kirklees,11/10/2001,135
Kirklees,11/10/2001,163
Kirklees,11/10/2001,201
Kirklees,11/10/2001,208
Kirklees,11/10/2001,215
Kirklees,14/05/2001,3888
Kirklees,14/05/2001,4750
Kirklees,14/05/2001,4831
Kirklees,14/05/2001,4301
Kirklees,14/05/2001,5048
Kirklees,14/05/2001,4468
Kirklees,14/05/2001,3874
Kirklees,14/05/2001,3379
Kirklees,14/05/2001,3049
Kirklees,14/05/2001,3054
Kirklees,14/05/2001,3300
Kirklees,14/05/2001,3615
Kirklees,14/05/2001,3298
Kirklees,14/05/2001,3807
Kirklees,14/05/2001,3717
Kirklees,14/05/2001,3166
Kirklees,14/05/2001,4176
Kirklees,14/05/2001,4136
Kirklees,14/05/2001,3658
Kirklees,14/05/2001,3382
Kirklees,14/05/2001,3100
Kirklees,14/05/2001,3288
Kirklees,14/05/2001,3200
Kirklees,14/05/2001,3471
Kirklees,01/10/2001,419
Kirklees,01/10/2001,502
Kirklees,01/10/2001,430
Kirklees,01/10/2001,598
Kirklees,01/10/2001,700
Kirklees,01/10/2001,881
Kirklees,01/10/2001,608
Kirklees,01/10/2001,383
Kirklees,01/10/2001,436
Kirklees,01/10/2001,493
Kirklees,01/10/2001,605
Kirklees,01/10/2001,787
Kirklees,01/10/2001,562
Kirklees,01/10/2001,640
Kirklees,01/10/2001,716
Kirklees,01/10/2001,504
Kirklees,01/10/2001,405
Kirklees,01/10/2001,364
Kirklees,01/10/2001,650
Kirklees,01/10/2001,781
Kirklees,01/10/2001,531
Kirklees,01/10/2001,380
Kirklees,01/10/2001,397
Kirklees,01/10/2001,424
Kirklees,03/04/2001,932
Kirklees,03/04/2001,1160
Kirklees,03/04/2001,692
Kirklees,03/04/2001,568
Kirklees,03/04/2001,511
Kirklees,03/04/2001,617
Kirklees,03/04/2001,641
Kirklees,03/04/2001,640
Kirklees,03/04/2001,681
Kirklees,03/04/2001,787
Kirklees,03/04/2001,776
Kirklees,03/04/2001,665
Kirklees,03/04/2001,688
Kirklees,03/04/2001,691
Kirklees,03/04/2001,504
Kirklees,03/04/2001,535
Kirklees,03/04/2001,550
Kirklees,03/04/2001,660
Kirklees,03/04/2001,637
Kirklees,03/04/2001,696
Kirklees,03/04/2001,807
Kirklees,03/04/2001,861
Kirklees,03/04/2001,955
Kirklees,03/04/2001,968
Kirklees,23/05/2001,583
Kirklees,23/05/2001,646
Kirklees,23/05/2001,599
Kirklees,23/05/2001,166
Kirklees,23/05/2001,235
Kirklees,23/05/2001,228
Kirklees,23/05/2001,199
Kirklees,23/05/2001,233
Kirklees,23/05/2001,238
Kirklees,23/05/2001,232
Kirklees,23/05/2001,262
Kirklees,23/05/2001,303
Kirklees,23/05/2001,332
Kirklees,23/05/2001,388
Kirklees,23/05/2001,370
Kirklees,23/05/2001,559
Kirklees,23/05/2001,663
Kirklees,23/05/2001,509
Kirklees,23/05/2001,416
Kirklees,23/05/2001,386
Kirklees,23/05/2001,401
Kirklees,23/05/2001,377
Kirklees,23/05/2001,439
Kirklees,23/05/2001,460
Kirklees,27/09/2001,395
Kirklees,27/09/2001,711
Kirklees,27/09/2001,574
Kirklees,27/09/2001,496
Kirklees,27/09/2001,473
Kirklees,27/09/2001,476
Kirklees,27/09/2001,543
Kirklees,27/09/2001,529
Kirklees,27/09/2001,643
Kirklees,27/09/2001,678
Kirklees,27/09/2001,716
Kirklees,27/09/2001,587
Kirklees,27/09/2001,482
Kirklees,27/09/2001,720
Kirklees,27/09/2001,655
Kirklees,27/09/2001,630
Kirklees,27/09/2001,575
Kirklees,27/09/2001,529
Kirklees,27/09/2001,577
Kirklees,27/09/2001,594
Kirklees,27/09/2001,659
Kirklees,27/09/2001,724
Kirklees,27/09/2001,735
Kirklees,27/09/2001,638
Kirklees,10/07/2001,679
Kirklees,10/07/2001,641
Kirklees,10/07/2001,774
Kirklees,10/07/2001,855
Kirklees,10/07/2001,1025
Kirklees,10/07/2001,959
Kirklees,10/07/2001,908
Kirklees,10/07/2001,1006
Kirklees,10/07/2001,627
Kirklees,10/07/2001,658
Kirklees,10/07/2001,703
Kirklees,10/07/2001,762
Kirklees,10/07/2001,788
Kirklees,10/07/2001,759
Kirklees,10/07/2001,837
Kirklees,10/07/2001,994
Kirklees,10/07/2001,1103
Kirklees,10/07/2001,755
Kirklees,10/07/2001,724
Kirklees,10/07/2001,1113
Kirklees,10/07/2001,661
Kirklees,10/07/2001,648
Kirklees,10/07/2001,610
Kirklees,10/07/2001,677
Kirklees,21/09/2001,231
Kirklees,21/09/2001,367
Kirklees,21/09/2001,126
Kirklees,21/09/2001,137
Kirklees,21/09/2001,131
Kirklees,21/09/2001,126
Kirklees,21/09/2001,130
Kirklees,21/09/2001,143
Kirklees,21/09/2001,174
Kirklees,21/09/2001,194
Kirklees,21/09/2001,151
Kirklees,21/09/2001,154
Kirklees,21/09/2001,91
Kirklees,21/09/2001,135
Kirklees,21/09/2001,106
Kirklees,21/09/2001,134
Kirklees,21/09/2001,122
Kirklees,21/09/2001,161
Kirklees,21/09/2001,156
Kirklees,21/09/2001,159
Kirklees,21/09/2001,190
Kirklees,21/09/2001,251
Kirklees,21/09/2001,330
Kirklees,21/09/2001,175
Kirklees,16/05/2001,538
Kirklees,16/05/2001,533
Kirklees,16/05/2001,329
Kirklees,16/05/2001,242
Kirklees,16/05/2001,260
Kirklees,16/05/2001,276
Kirklees,16/05/2001,267
Kirklees,16/05/2001,302
Kirklees,16/05/2001,343
Kirklees,16/05/2001,404
Kirklees,16/05/2001,455
Kirklees,16/05/2001,390
Kirklees,16/05/2001,301
Kirklees,16/05/2001,407
Kirklees,16/05/2001,265
Kirklees,16/05/2001,211
Kirklees,16/05/2001,256
Kirklees,16/05/2001,267
Kirklees,16/05/2001,286
Kirklees,16/05/2001,317
Kirklees,16/05/2001,352
Kirklees,16/05/2001,446
Kirklees,16/05/2001,601
Kirklees,16/05/2001,462
Kirklees,21/05/2001,898
Kirklees,21/05/2001,898
Kirklees,21/05/2001,550
Kirklees,21/05/2001,411
Kirklees,21/05/2001,470
Kirklees,21/05/2001,488
Kirklees,21/05/2001,516
Kirklees,21/05/2001,524
Kirklees,21/05/2001,518
Kirklees,21/05/2001,603
Kirklees,21/05/2001,694
Kirklees,21/05/2001,600
Kirklees,21/05/2001,534
Kirklees,21/05/2001,746
Kirklees,21/05/2001,443
Kirklees,21/05/2001,374
Kirklees,21/05/2001,412
Kirklees,21/05/2001,410
Kirklees,21/05/2001,484
Kirklees,21/05/2001,544
Kirklees,21/05/2001,608
Kirklees,21/05/2001,800
Kirklees,21/05/2001,915
Kirklees,21/05/2001,725
Kirklees,28/06/2001,388
Kirklees,28/06/2001,354
Kirklees,28/06/2001,278
Kirklees,28/06/2001,230
Kirklees,28/06/2001,304
Kirklees,28/06/2001,286
Kirklees,28/06/2001,291
Kirklees,28/06/2001,288
Kirklees,28/06/2001,364
Kirklees,28/06/2001,412
Kirklees,28/06/2001,544
Kirklees,28/06/2001,368
Kirklees,28/06/2001,437
Kirklees,28/06/2001,582
Kirklees,28/06/2001,292
Kirklees,28/06/2001,262
Kirklees,28/06/2001,267
Kirklees,28/06/2001,288
Kirklees,28/06/2001,309
Kirklees,28/06/2001,312
Kirklees,28/06/2001,330
Kirklees,28/06/2001,416
Kirklees,28/06/2001,475
Kirklees,28/06/2001,365
Kirklees,28/09/2001,800
Kirklees,28/09/2001,859
Kirklees,28/09/2001,925
Kirklees,28/09/2001,903
Kirklees,28/09/2001,907
Kirklees,28/09/2001,976
Kirklees,28/09/2001,1099
Kirklees,28/09/2001,1007
Kirklees,28/09/2001,795
Kirklees,28/09/2001,360
Kirklees,28/09/2001,771
Kirklees,28/09/2001,656
Kirklees,28/09/2001,617
Kirklees,28/09/2001,673
Kirklees,28/09/2001,765
Kirklees,28/09/2001,823
Kirklees,28/09/2001,810
Kirklees,28/09/2001,917
Kirklees,28/09/2001,1011
Kirklees,28/09/2001,966
Kirklees,28/09/2001,702
Kirklees,28/09/2001,903
Kirklees,28/09/2001,929
Kirklees,28/09/2001,840
Kirklees,15/06/2001,802
Kirklees,15/06/2001,884
Kirklees,15/06/2001,690
Kirklees,15/06/2001,540
Kirklees,15/06/2001,550
Kirklees,15/06/2001,537
Kirklees,15/06/2001,610
Kirklees,15/06/2001,591
Kirklees,15/06/2001,609
Kirklees,15/06/2001,536
Kirklees,15/06/2001,486
Kirklees,15/06/2001,490
Kirklees,15/06/2001,399
Kirklees,15/06/2001,500
Kirklees,15/06/2001,420
Kirklees,15/06/2001,476
Kirklees,15/06/2001,525
Kirklees,15/06/2001,555
Kirklees,15/06/2001,605
Kirklees,15/06/2001,620
Kirklees,15/06/2001,815
Kirklees,15/06/2001,907
Kirklees,15/06/2001,1075
Kirklees,15/06/2001,685
Kirklees,05/06/2001,477
Kirklees,05/06/2001,575
Kirklees,05/06/2001,558
Kirklees,05/06/2001,594
Kirklees,05/06/2001,530
Kirklees,05/06/2001,561
Kirklees,05/06/2001,568
Kirklees,05/06/2001,565
Kirklees,05/06/2001,634
Kirklees,05/06/2001,714
Kirklees,05/06/2001,735
Kirklees,05/06/2001,582
Kirklees,05/06/2001,398
Kirklees,05/06/2001,446
Kirklees,05/06/2001,373
Kirklees,05/06/2001,454
Kirklees,05/06/2001,505
Kirklees,05/06/2001,510
Kirklees,05/06/2001,543
Kirklees,05/06/2001,560
Kirklees,05/06/2001,566
Kirklees,05/06/2001,640
Kirklees,05/06/2001,629
Kirklees,05/06/2001,497
Kirklees,03/07/2001,1299
Kirklees,03/07/2001,1552
Kirklees,03/07/2001,1025
Kirklees,03/07/2001,910
Kirklees,03/07/2001,859
Kirklees,03/07/2001,883
Kirklees,03/07/2001,952
Kirklees,03/07/2001,978
Kirklees,03/07/2001,916
Kirklees,03/07/2001,1076
